SectionID,ProcessedHeading,ProcessedContent,What,Why,How,When,Who,References,Contribution,Other
4538,processors,activemerchant supports large list credit card processors gateways use tools gateway besides paypal modify gateway suit needs relatively straight forward see activemerchant org,0,0,0,0,0,1,0,0
4539,author,garry dolley gdolley nospam ucla edu aim garry97531 irc up_the_irons ram git caboose freenode,0,0,0,0,1,0,0,0
4540,copyright,copyright garry dolley free software redistribute modify terms gnu general public license published free software foundation either version license option later version distributed hope useful without warranty without even implied warranty merchantability fitness particular purpose see gnu general public license details received copy gnu general public license along software write free software foundation inc franklin street fifth floor boston usa,0,0,0,0,1,0,0,0
4541,rorem,rorem random data generator automatically fill ruby classes random data class car include rorem model attr_accessor brand seats owner_name owner_age special_car end car factory car brands equality likely car brand random bmw mercedes volvo jaguar assign probabilities value car seats random distribution use normal distribution describe probabilities car owner_age random distribution normal generate rorem database names car owner_name random deterministic value set car special_car end car new fill brand bmw seats owner_age owner_name allan hernandez special_car another complex example class employee include rorem model attr_accessor first_name last_name email employee_nr empolyee_id address city country end employee factory employee_nr sequence employee_nr start person random person unique location random location first_name person first_name last_name person last_name email person email address location address city location city country location country employee_id first_name last_name employee_nr to_s end,1,0,1,0,0,0,0,0
4542,braid,build status secure travis org cristibalan braid svg branch master travis org cristibalan braid gem img shields gem braid svg maxage rubygems org gems braid braid simple tool help track vendor branches git git scm repository,1,0,0,1,0,1,0,0
4543,motivation,vendoring allows take source code external library ensure version controlled along main project contrast including reference packaged version external library available binary artifact repository maven central rubygems npm vendoring useful need patch customize external libraries external library expected evolve main project developer make changes main project patch library single commit problem arises external library makes changes want integrate local vendored version developer makes changes local version want integrated external library typical implementation vendoring simply download checkout source external library remove git svn directories commit main source tree however approach makes difficult update library want update library apply local changes onto new copy vendored library apply changes external library local version cases involve manual generation application patch files source trees braid comes play braid makes easy vendor remote git repositories use automated mechanism updating external library generating patches upgrade external library braid creates file braids json root repository contains references external libraries mirrors configuration allows control aspects mirroring process whether mirror locked particular version external library whether mirror tracking tag branch whether mirror includes entire external library subdirectory,0,1,0,0,0,0,0,0
4544,installation,gem install braid,0,0,1,0,0,0,0,0
4545,quick usage ruby project,let assume writing project myproject needs grit lib grit initialize repo nothing braid related git init myproject myproject touch readme git add readme git commit initial commit let vendor grit braid add git github mojombo grit git lib grit done braid vendored grit lib grit feel free inspect changes git log git show line want bring new changes grit repository update mirror braid update lib grit make changes grit library want generate patch file submit patch file grit project braid diff lib grit grit patch alternatively push changes back source directory directly using following command command push changes branch myproject_customizations branched source branch master example omit branch argument push directly source branch braid push lib grit branch myproject_customizations changes applied grit probably want update local version grit braid update lib grit,0,0,1,0,0,0,0,0
4546,usage,use built help system find commands options braid help braid help add braid add help,0,0,1,0,0,0,0,0
4547,examples,,0,0,1,0,0,0,0,0
4548,adding mirror,braid add git github rails rails git vendor rails,0,0,1,0,0,0,0,0
4549,adding subdirectory mirror,useful want add subdirectory mirror project braid add path dist github twbs bootstrap git vendor assets bootstrap,0,0,1,0,0,0,0,0
4550,adding mirror based branch,braid add branch stable github rails rails git vendor rails,0,0,1,0,0,0,0,0
4551,adding mirror based tag,braid add tag github realityforge backpack git vendor tools backpack,0,0,1,0,0,0,0,0
4552,adding mirror locked revision,braid add revision bf1b1e0 git github rails rails git vendor rails,0,0,1,0,0,0,0,0
4553,updating mirrors,update specific mirror braid update vendor plugins cache_fu update mirrors braid update,0,0,1,0,0,0,0,0
4554,updating mirrors conflicts,braid update creates conflict braid stop execution leave partially committed files working copy like normal git merge conflict would resolve conflicts manually run git commit commit message already prepared want cancel braid update merge reset working copy index git reset hard,0,0,1,0,0,0,0,0
4555,locking unlocking mirrors,lock particular version mirror braid update revision vendor rails back tracking particular branch braid update branch master vendor rails,0,0,1,0,0,0,0,0
4556,showing local changes made mirrors,braid diff vendor rails,0,0,1,0,0,0,0,0
4557,braid version compatibility,since braid regularly changing configuration format adding new features projects may choose rely somewhat less often making breaking changes configuration handled problems arise different developers work project using different versions braid since version braid refuses operate detects potentially problematic version skew happens braid tell like overview expect read roughly speaking braids json configuration file contains configuration version number corresponds range compatible braid minor versions patch upgrades braid never intentionally configuration compatibility implications always recommended may fix critical bugs use braid version old configuration file braid direct configuration version history page config_versions instructions upgrade braid use braid version new braid tell upgrade configuration file find compatible older braid version use exception newer version braid run read commands older configuration file without upgrading breaking changes upgrade configuration file developers project may need upgrade braid braid support downgrading configuration file though revert commit upgraded made subsequent changes configuration work multiple projects may need install multiple versions braid manually run correct version project fortunately rubygems system makes reasonably straightforward another approach standardize braid version project listing braid gemfile either checking gemfile lock using version constraint gemfile run project version braid via bundler bundler bundle exec braid even non ruby projects acceptable gemfile gemfile lock ruby projects want braid interact gems potentially put gemfile subdirectory provide wrapper script bundle sets bundle_gemfile environment variable yet enough experience approach make firm recommendation best design could find prevent surprises adequately support normal development processes minimizing additional maintenance cost version compatibility mechanism want scheme place robust enough make reasonable encourage serious adoption braid yet want spend extra work adding conveniences evidence sufficient demand,0,0,0,1,0,0,0,0
4558,contributing,appreciate patches error reports usage ideas may please submit issue pull request github,0,0,0,0,0,0,1,0
4559,subversion,preparing release braid support subversion repositories removed active maintainers inadequate test coverage anyone motivated add maintain subversion support please contact authors,0,0,0,1,0,0,0,0
4560,authors,cristi balan norbert crombach peter donald,0,0,0,0,1,0,0,0
4561,contributors alphabetically,alan harper brad durrow christoph sturm dennis muhlestein ferdinand svehla matt mccutchen michael klishin roman heinrich travis tilley tyler rick,0,0,0,0,1,0,1,0
4562,audited,gem version img shields gem audited svg rubygems org gems audited build status github collectiveidea audited actions workflows yml badge svg code climate codeclimate github collectiveidea audited svg codeclimate github collectiveidea audited security hakiri github collectiveidea audited master svg hakiri github collectiveidea audited master ruby style guide img shields badge code_style standard brightgreen svg github testdouble standard audited previously acts_as_audited orm extension logs changes models audited also record made changes save comments associate models related changes audited currently works rails rails use gem version rails use gem version see stable branch github collectiveidea audited tree stable,1,0,0,0,0,0,0,0
4563,supported rubies,audited supports tested github collectiveidea audited actions workflows yml following ruby versions audited may work fine ruby version listed guarantee like maintain ruby listed please let know pull request github collectiveidea audited pulls,0,0,1,0,0,0,0,0
4564,supported orms,audited currently activerecord previous life audited worked mongomapper use stable branch github collectiveidea audited tree stable need mongomapper,0,0,1,0,0,0,0,0
4565,installation,add gem gemfile ruby gem audited using require must add initializers like ruby config initializers audited require audited audited railtie initializers run rails app directory create audits table bash rails generate audited install rake migrate default changes stored yaml format using postgresql use rails generate audited install audited changes column type jsonb json mysql rails store audit changes natively database json column types using something integer primary keys uuid user model use rails generate audited install audited user column type uuid customize audits table user_id column type,0,0,1,0,0,0,0,0
4566,upgrading,already using audited acts_as_audited audits table may require additional columns every upgrade please run bash rails generate audited upgrade rake migrate upgrading make changes changes needed,0,0,1,0,0,0,0,0
4567,usage,simply call audited models ruby class user activerecord base audited end default whenever user created updated destroyed new audit created ruby user user create steve user audits count user update ryan user audits count user destroy user audits count audits contain information regarding action taken model changes made ruby user update ryan audit user audits last audit action update audit audited_changes steve ryan get previous versions record index date list revisions ruby user revisions user revision user revision_at date parse,0,0,1,0,0,0,0,0
4568,specifying columns,default new audit created attribute changes however limit columns considered ruby class user activerecord base fields audited single field audited multiple fields audited address except certain fields audited except password end,0,0,1,0,0,0,0,0
4569,specifying callbacks,default new audit created create update destroy action however limit actions audited ruby class user activerecord base fields actions audited single field audit update destroy create audited update destroy end,0,0,1,0,0,0,0,0
4570,comments,attach comments audit using audit_comment attribute model ruby user update ryan audit_comment changing user audits last comment changing optionally add comment_required option audited call require comments audits ruby class user activerecord base audited comment_required end update audit audit_comment present optionally add update_with_comment_only option set audited call turn behavior audits ruby class user activerecord base audited update_with_comment_only end,0,0,1,0,0,0,0,0
4571,limiting stored audits,limit number audits stored model configure limiting audited models put following initializer file config initializers audited ruby audited max_audits keep latest audits customize per model ruby class user activerecord base audited max_audits end whenever object updated destroyed extra audits combined newer ones old ones destroyed ruby user user create steve user audits count user update ryan user audits count user destroy user audits count,0,0,1,0,0,0,0,0
4572,current user tracking,using audited rails application audited changes made within request automatically attributed current user default audited uses current_user method controller ruby class postscontroller applicationcontroller def create current_user user steve post post create params post post audits last user user steve end end use method current_user put following initializer file config initializers audited ruby audited current_user_method authenticated_user outside request audited still record user as_user method ruby audited audit_class as_user user find post update title hello world end post audits last user user standard audited install assumes user model integer primary key type using uuid primary keys need create migration update audits table user_id column type see installation generator flags like regenerate install migration,0,0,1,0,0,0,0,0
4573,custom audit user,might need use custom auditor time time done simply passing string ruby class applicationcontroller actioncontroller base def authenticated_user current_user current_user elon musk end end end as_user also accepts string useful auditing updates made cli environment audited audit_class as_user console user env ssh_user post update_attributes title hello world end post audits last user console user username want set specific user auditor commands cli environment whether string activerecord object use following command audited store audited_user username audited store audited_user user find,0,0,1,0,0,0,0,0
4574,associated audits,sometimes useful associate audit model one changed instance given following models ruby class user activerecord base belongs_to company audited end class company activerecord base has_many users end every change user audited want grab audits users belonging particular company add associated_with option audited call ruby class user activerecord base belongs_to company audited associated_with company end class company activerecord base has_many users has_associated_audits end audit created user user company also saved alongside audit makes much easier faster access audits indirectly related company ruby company company create collective idea user company users create steve user update steve richert user audits last associated company collective idea company associated_audits last auditable user steve richert access records audits associated audits one ruby company own_and_associated_audits,0,0,1,0,0,0,0,0
4575,conditional auditing,want audit specific conditions provide conditional options similar activemodel callbacks ensure model audited conditions ruby class user activerecord base audited active private def active last_login months ago end end like activemodel use inline proc conditions ruby class user activerecord base audited unless proc new ninja end case user audited user ninja,0,0,1,0,0,0,0,0
4576,disabling auditing,want disable auditing temporarily certain tasks methods available disable auditing save ruby user save_without_auditing ruby user without_auditing user save end disable auditing column ruby user non_audited_columns first_name last_name disable auditing entire model ruby user auditing_enabled disable auditing models ruby audited auditing_enabled auditing disabled default model enable auditing temporarily ruby user auditing_enabled user save_with_auditing ruby user auditing_enabled user with_auditing user save end,0,0,1,0,0,0,0,0
4577,custom audit model,want extend modify audit model create new class inherits audited audit ruby class customaudit audited audit def some_custom_behavior hiya end end set initializer ruby config initializers audited audited config config config audit_class customaudit end,0,0,1,0,0,0,0,0
4578,enum storage,default behavior enums changed storing value synthesized rails value stored restore previous behavior setting store_synthesized_enums configuration value ruby config initializers audited audited store_synthesized_enums,0,0,1,0,0,0,0,0
4579,support,find documentation rdoc info github collectiveidea audited join mailing list groups google group audited get help offer suggestions,0,0,0,0,0,1,0,0
4580,contributing,spirit free software fsf org licensing essays free html everyone encouraged help improve project ways pitch use prerelease versions audited report bugs github collectiveidea audited issues fix bugs submit pull requests github collectiveidea audited pulls write clarify fix documentation refactor code,0,0,0,0,0,0,1,0
4581,,,1,0,0,0,0,0,0,0
4582,readme,good browser bad browser simple ruby javascript based browser detection scripts power multilingual browser advocacy site browserchallenge already download good browser apple safari firefox tell friends tshirts forthcoming maybe,0,0,0,0,0,0,1,0
4583,contribute,bring code slinging skills github seaofclouds good browser bad browser help cause translations recently added translations english chinese german spanish french please help expand set translations contributing language submit translation visit gist github fork translate english language save counter one goal project add simple counter gathers displays statistics good bad browsers counter work javascript widget widget loads page sinatra script gets pinged update counter tips make work make contact,0,0,1,0,0,0,0,0
4584,installation,git clone git github seaofclouds good browser bad browser git sinatra included vendor directory keep date git submodule init git submodule update,0,0,0,0,1,0,0,0
4585,thanks,microsoft inspiration advocate good browsers like firefox safari blake mizerany github bmizerany sinatra awesome awesome sinatra dennis hengeveld max hengeveld chats browsers lame eugenia jongewaard etnikastudio nudge add translations yuanyi zhang letrails chinese translation first official translation tilman zitzmann tint german translation francois lafortune quickredfoxandkits french translation adam refactormycode array wrangling skills amendment fantastic beer,0,0,0,0,1,0,0,0
4586,contact,please send comments questions seaofclouds twitter github,1,0,0,0,0,0,0,0
4587,rspec_hpricot_matchers,implementation have_tag rspec_on_rails sitting atop nokogiri rather merely wrapping assert_select one point hpricot misnomers fun probably better using something like webrat matchers anyhow,0,0,1,0,0,0,0,0
4588,installation,use rspec_hpricot_matchers project install gem add following spec_helper file require rspec_hpricot_matchers spec runner configure config config include rspechpricotmatchers end similarly make matchers available stories add following stories helper file require rspec_hpricot_matchers include rspechpricotmatchers,0,0,1,0,0,0,0,0
4589,usage,first argument have_tag accepts css xpath selectors supported hpricot body have_tag form action session body have_tag expectations placed upon inner text matched element providing another argument either string regexp body have_tag welcome body have_tag important blurb expectations placed upon number matched elements passing options hash body have_tag abbr count exactly one body have_tag minimum least body have_tag maximum body have_tag outgoing rspec count count key also accepts range making following equivalent body have_tag count body have_tag minimum maximum usage with_tag however longer supported instead block passed have_tag matched element successively yielded blocks return without raising expectationnotmeterror outer have_tag treated failed body have_tag thead thead thead have_tag count end also allows arbitrary expectations applied within block body have_tag sha1 inner_text length end,0,0,0,0,0,0,0,1
4590,notes,currently implementation support substitution values assert_select way html selector yet supported body have_tag class dom_class body have_tag person person personally rarely use hpricot advanced selectors make mostly useless far tell unlikely implement have_tag differs assert_select based implementation nested have_tag calls must pass single selected element order source confusion rspec ticket spec covering case need example,1,0,0,0,1,0,0,0
4591,freebase,ruby rails plugin provides access freebase api freebase freebase collaborative semantic database similar wikipedia structured data freebase provides json api library uses currently reads implemented contributions api suggestions bug reports welcome code alpha api change features added probably bug two use peril author christopher eppstein mailto chris eppsteins net copyright copyright christopher eppstein license released mit license,0,0,1,0,0,0,0,0
4592,installation,install plugin script plugin install svn rubyforge org var svn freebaseapi trunk freebase copy freebase yml rails config directory,0,0,1,0,0,0,0,0
4593,usage examples,see following examples albums link examples albums,0,0,0,0,1,0,0,0
4594,contributors,pat allan mailto pat freelancing gods provided code snippets exemplified automatic freebase class creation class first referenced,1,0,0,0,0,0,0,0
4595,github gem,gem work hand hand github api help catch github room freenode want get involved fork send pull request,0,0,1,0,0,0,0,0
4596,getting started,gem install github run github command args,0,0,1,0,0,0,0,0
4597,pulling changes,let say forked github gem github defunkt git clone git github github gem git github gem github pull defunkt setup remote branch defunkt repository master case defunkt master branch defunkt makes changes want simply github pull defunkt leave defunkt master branch pulling changes defunkt remote confirming defunkt changes wanted run git checkout master git merge defunkt master merge defunkt changes master branch summary github pull defunkt git checkout master git merge defunkt master,0,0,0,0,1,0,0,0
4598,contributors,defunkt maddox halorgium,1,0,0,0,0,0,0,0
4599,functional javascript deprecated,code deprecated keeping available historical interest ideas code companion collections used jeremy ashkenas underscore turn inspired lodash use instead coffeescript aso jeremy ashkenas ecmascript also include arrow functions functional programming functions map use languages many modern languages compile ecmascript functional prorammming entirely within language thanks everyone contributed everyone thanked years thank turn,0,0,0,0,0,1,0,0
4600,links,demo page announcement original readme file also original repo google code,1,0,0,0,0,0,0,0
4601,original readme,functional defines higher order methods functions functional function level programming also defines string lambdas allow strings used contexts functions licensed mit license details see osteele sources javascript functional,0,0,0,0,1,0,0,0
4602,credits,oliver steele original author dean edwards array slice suggestion henrah function lambda memoization raganwald rhino compatibility jesse hallett spidermonkey shell compatibiilty florian schäfer allow leading trailing spaces expressions angus croll bug fix,1,0,0,0,0,0,0,0
4603,readme,module defines fsa class representing operating finite state automata fsas fsas used represent regular expressions test sequences membership languages described regular expressions fsas deterministic nondeterministic contain epsilon transitions methods determinize automaton also eliminating epsilon transitions minimize automaton provided transition labels fsa symbols alphabet standard formal definition fsa also instances represent predicates instances implement instance matches fsa nextstate function accepts predicate used implement instance complement instance intersection fsa determinized minimized find minimal deterministic fsa accepts equivalent language,0,0,1,0,0,0,0,0
4604,quick start,instances fsa created labels instance strings singleton function combined create complex fsas complement closure concatenation union constructors example concatenation singleton union singleton closure singleton creates fsa accepts strings acc accc instances fsa also created compilere function compiles simple regular expression using metacharacters fsa example compilere returns fsa equivalent example previous paragraph fsas determinized create equivalent fsas fsas accepting language unique successor states input minimized create equivalent deterministic fsa smallest number states fsas also complemented intersected unioned forth described fsa functions,1,0,0,0,0,0,0,0
4605,fsa methods,class fsa defines following methods acceptance fsa nextstates state input returns list states fsa nextstate state input returns single state nextstates otherwise raises exception fsa nextstateset states input returns list states fsa accepts sequence returns accessors predicates isempty returns iff language accepted fsa empty language labels returns list labels used transition nextavailablestate returns integer states fsa numeric values reductions sorted initial returns equivalent fsa whose states numbered upwards determinized returns equivalent deterministic fsa minimized returns equivalent minimal fsa trimmed returns equivalent fsa contains unreachable dead states presentation todotstring returns string suitable dot file dot program graphviz view views fsa viewer dot installed,1,0,0,0,0,0,0,0
4606,fsa functions,construction fsas complement returns fsa accepts exactly sequences argument closure returns fsa accepts sequences composed zero concatenations sequences accepted argument concatenation returns fsa accepts sequences composed sequence accepted followed sequence accepted containment occurrences returns fsa accepts sequences contain least occurrences occurrences subsequence recognized argument difference returns fsa accepts sequences accepted intersection returns fsa accepts sequences accepted iteration min max returns fsa accepts sequences consisting min max number max sequences accepted first argument option equivalent union empty_string_fsa reverse returns fsa accepts strings whose reversal accepted argument union returns fsa accepts sequences accepted predicates equivalent returns iff accept language reductions equivalent similarly named methods determinize fsa returns equivalent deterministic fsa minimize fsa returns equivalent minimal fsa sort fsa initial returns equivalent fsa whose states numbered initial trim fsa returns equivalent fsa contains dead unreachable states construction labels compilere string returns fsa accepts language described string string list symbols operators control precedence sequence sequence returns fsa accepts sequences matched elements argument example sequence abc returns fsa accepts abc singleton label returns fsa accepts singletons whose elements matched label example singleton returns fsa accepts string,1,0,0,0,0,0,0,0
4607,fsa constants,empty_string_fsa fsa accepts language consisting empty string null_fsa fsa accepts null language universal_fsa fsa accepts object,1,0,0,0,0,0,0,0
4608,fsa instance creation,fsa initialized list states alphabet list transition initial state list final states fsa fsa fsa tuple returns values order states alphabet transitions initialstate finalstates also available fields fsa names element transition tuple start state end state label startstate endstate label list states computed initialstate finalstates states transitions alphabet open alphabet used labels assumed objects implements label matches input label complement label intersection follows label matches input returns iff label matches input label complement returnseither label list labels together receiver partition input alphabet label intersection returns either label match symbol label matches set symbols label match special case strings used labels strings used label alphabet respective complements intersection intersections respectively,0,1,0,0,0,0,0,0
4609,goals,design goals easy use easy read simple implementation direct expression algorithms extensible,0,1,0,0,0,0,0,0
4610,non goals,efficiency,1,0,0,0,0,0,0,0
4611,,fluently javascript toolkit creating fluentinterfaces martinfowler bliki fluentinterface html use define mocks stubs expectations lztestkit osteele sources openlaszlo lztestkit,0,0,0,1,0,0,0,0
4612,status,alpha use projects got known bug chained modifiers ignore last one api final,1,0,1,0,0,0,0,0
4613,examples,fluently var fluently make function define define fn1 function console info called fn1 define fn2 function console info called fn2 define fn3 function return define object chained methods invoked thus fn1 fn2 calls fn1 fn2 fn2 fn1 calls fn2 fn1 fn1 fn3 returns explicit return breaks chain also define modifiers aliases var fluently make function define define fn1 function console info called fn1 define fn2 function console info called fn2 define empty define alias fn3 fn1 define modifier fn3 fn1 fn1 fn2 fn1 fn2 fn1 fn2 options set fn2 called extracted couple files lztestkit examples osteele sources javascript fluently examples directory run least show code use also see range examples viewing specs osteele sources javascript fluently specs fluently specs,0,0,1,0,0,0,0,0
4614,download,get download location,0,0,0,0,1,0,0,0
4615,license,fluently licensed mit license package includes distribution jsspec licensed lgpl,0,0,1,0,0,0,0,0
4616,installation,see public install html setup instructions,0,0,1,0,0,0,0,0
4617,timezones,must export environment variable utc article dates times invalid would needed rails used utc everything unfortunately action_view helpers date_helper uses time instead timer utc time mktime instead time utc xxx depend rails helpers translate time utc assuming env var correctly set site time roll monkey patch rails,0,0,1,0,0,0,0,0
4618,dependencies,note mephisto depends fewer gems rails_env production development environment run rake gems install install development gems production environment run rails_env production rake gems install,0,0,0,0,1,0,0,0
4619,license,mephisto distributed license ruby rails see opensource org licenses mit license php,0,0,1,0,0,0,0,0
4620,install,get github mac mac github github mac clone library application support textmate pristine copy bundles textmate choose menu item bundles bundle editor reload bundles node installed path textmate preferences advanced shell variables add usr local bin basically path node lives machine node,0,0,1,0,0,0,0,0
4621,help,opens help file,0,0,1,0,0,0,0,0
4622,run javascript,attempts run current javascript document selection textmate web preview window,0,0,0,0,0,1,0,0
4623,javascript lint,javascript lint check javascript source code common mistakes without actually running script opening web page javascriptlint validate syntax uses matthias miller javascript lint check script errors warnings shows results new window validate javascript window give description hyperlink problems found hyperlink take straight line column javascript lint suspects problem arises validate syntax quick except instead dedicated window simply get tooltip showing number errors warnings command overrides save behavior every time save javascript passed jslint course applies javascript files need worry accidentally jslint ing non javascript files edit lint validation settings allows customize jslint considers checking script format meaning options straightforward well documented within settings file,0,0,0,0,0,1,0,0
4624,formatting compression,format javascript attempts beautify javascript inserting uniform line breaks indentation throughout current document selection compress current file uses custom rhino build dojo toolkit project compress current javascript document compressing attempts insert missing semi colons consider running validate syntax fixing missing semi colons prior using command dean edwards packer current file compresses obfuscates current javascript document currently relies packr ruby port based version packer according dean edwards statements including function declarations must correctly terminated semi colons run command email exchange james coglan author packr decided base62 encoding default yields efficiency scripts gzipped however would like base62 encoding set variable tm_jst_pb62 advanced pane textmate preferences textmate project variables see textmate documentation info setting environment variables yui compressor current file compresses current javascript document default assumes character set utf additionally strictly preserves semi colons drop attempt insert semi colons settings easily changed opening bundle editor adjusting second line command bundle editor minimize current file uses douglas crockford jsmin minimize current javascript document semi colon insertion removal minimize selection except applies selected portion current javascript document convert javascript bookmarklet turns current javascript selection document bookmarklet use web browser convert bookmarklet javascript opposite turns existing bookmarklet standard javascript,0,0,0,0,1,0,0,0
4625,licenses,javascript lint based spidermonkey licensed mpl gpl lgpl tri license dojo toolkit bsd license academic free license version rhino mpl gpl except noted dean edwards packer lgpl license packr mit license yui compressor bsd license jsmin copyright douglas crockford,1,0,0,0,0,0,0,0
4626,active form plugin rails,active form plugin makes easy model objects support activerecord validations backed database tables plugin designed make possible use activeform derived classes similar manner activerecord base derived objects,0,0,1,0,0,0,0,0
4627,define activeform object,class search activeform attr_accessor text validates_length_of text maximum end,0,0,1,0,0,0,0,0
4628,use activeform object view,class navigatorcontroller applicationcontroller def search search search new params search search valid search end end end,0,0,0,1,1,0,0,0
4629,details,license released mit license latest version realityforge org svn public code active form trunk,0,0,0,0,1,0,0,0
4630,credits,peter donald peter realityforge dot org dae san hwang fix work rails trevor squires suggestion use reloadable subclasses rather dispatcher hack rails tim lucas patch allow bulk addition attributes geoff schmidt adding support callbacks sean christman attributes getter jack christensen attributes setter,1,0,0,0,0,0,0,0
4631,multirails,multirails lets test rails plugin app many versions rails one sweep,1,1,0,0,0,0,0,0
4632,description,multirails allows easy testing multiple versions rails rails specific gem plugin also tentative support testing rails applications multiple versions rails use multirails hook rails testing continuous integration still working rails support use multirails see test suite falls latest greatest versions rails multirails initially developed members relevance developing streamlined edge rails see streamlined uses multirails trac streamlinedframework org,1,0,0,0,0,0,0,0
4633,features,easily test plugins extensions using require test_helper require rakefile rake tasks test specified version rails latest version versions tentative support testing plain rails apps multiple versions rails uses rubygems version management rails,0,0,0,1,0,0,0,0
4634,todos,improve docs override files required multi_rails maybe add ability load plain rails versions checked copies rubygems,0,0,1,0,0,0,0,0
4635,notes,rails apps only__ multi_rails rename vendor rails directory vendor rails finds one within rails app make rails fall back rubygems rails multi_rails rename back correct vendor rails done testing interrupt app normal use rails apps only__ multi_rails needs add line top environment hook see instructions details,0,0,1,0,0,0,0,0
4636,requirements,ruby higher rubygems rails higher rails yet officially supported least one copy rails installed via rubygems,0,0,1,0,0,0,0,0
4637,installing rails apps,install plugin copy multi_rails_runner script folder install grab tar github relevance multi_rails tarball master extract inside vendor plugins run multi_rails bootstrap command get rails app ready multi_rails add require line top environment needed multi_rails work right script multi_rails_runner bootstrap run tests versions rails installed default script multi_rails_runner run tests recent version rails installed script multi_rails_runner latest specific version multirails_rails_version script multi_rails_runner one,0,0,1,0,0,0,0,0
4638,installing plugins,install multi_rails sudo gem install multi_rails projects rakefile require multi_rails rake tasks require load_multi_rails_rake_tasks run rake verify see multi_rails tasks rake multi_rails see rake test multi_rails rake test multi_rails latest etc test_helper require multi_rails_init rails specific requires activerecord actioncontroller activesupport etc require multi_rails_init run multi_rails rake task run test suite versions rails installed via gems install versions rails using rubygems add test suite changing rails version test set environment variable multirails_rails_version version want run multi_rails one task run test class directly,0,0,0,0,0,1,0,0
4639,help,join mailing list groups google group multi_rails rails plugin testing pretty solid rails app testing still new post issues mailing list getting gem activation errors post list using multi_rails try help,0,0,0,0,0,1,0,0
4640,urls,log bugs issues suggestions lighthouse relevance lighthouseapp projects multirails rdocs thinkrelevance rubyforge org multi_rails mailing list groups google group multi_rails view source github relevance multi_rails tree master get source git clone git github relevance multi_rails git,0,0,0,0,1,0,0,0
4641,license,mit license copyright relevance thinkrelevance permission hereby granted free charge person obtaining copy software associated documentation files software deal software without restriction including without limitation rights use copy modify merge publish distribute sublicense sell copies software permit persons software furnished subject following conditions copyright notice permission notice shall included copies substantial portions software software provided without warranty kind express implied including limited warranties merchantability fitness particular purpose noninfringement event shall authors copyright holders liable claim damages liability whether action contract tort otherwise arising connection software use dealings software,1,0,0,0,0,0,0,0
4642,notnaughty validation framework,notnaughty extends ruby project highly custumizable validation api,0,0,1,0,0,0,0,0
4643,features,easy adapt require rubygems require not_naughty person struct new extend notnaughty validates presence length minimum end person new horst valid person new foo valid easy extent class examplevalidation notnaughty validation def initialize options attributes msg options message humanize example super options attributes record attribute value record errors add attribute msg unless value is_a example end end end person instance_eval validates_example_of example_attribute end handle sql error gracefully person instance_eval validator error_handler handle sqlerror err end syntactical sugar builder methods validates username password new length minimum validates password allow_blank confirmation complexity high beautiful error messages validates_presence_of red_shoes message humanize red shoes conditional validations validates necessary validates unless proc obj obj vip,0,0,1,0,0,0,0,0
4644,copying,include copying,1,0,0,0,0,0,0,0
4645,readme,main repository watchdog project watchdog net,0,0,1,0,0,0,0,0
4646,contents,readme file requisites things need install work data raw data powers site checked git downloaded via rsync avz watchdog net watchdog web data crawl incoming data dumps almanac census govtrack votesmart parse json files parsing data load sql loading eventually import various import code crawl parse manual data files created hand load utils utility functions schema sql database schema static static files webserver templates templates website webapp main code web app,0,0,1,0,0,0,0,0
4647,install,checkout source code git clone watchdog net watchdog git dev git watchdog watchdog download copy data sources rsync avzu watchdog net watchdog web data import create database createdb watchdog_dev make set database tables parse raw data data crawl json stored data parse import json database tables start webserver python webapp,1,0,0,0,0,0,0,0
4648,welcome classifier,classifier general module allow bayesian types classifications,0,0,1,0,0,0,0,0
4649,download,choose rubyforge org projects classifier gem install classifier svn checkout svn rubyforge org var svn classifier git clone git github xaviershay classifier git,0,0,1,0,0,0,0,0
4650,dependencies,install classifier source need install martin porter stemmer algorithm rubygems follows gem install stemmer would like speed lsi classification least please install following libraries gnu gsl gnu org software gsl gsl gsl rubyforge org notice lsi work without libraries soon installed classifier make use configuration changes needed like keep things ridiculously easy,0,0,0,0,0,1,0,0
4651,bayes,bayesian classifier lucas carlson bayesian classifiers accurate fast modest memory requirements,0,0,1,0,0,0,0,0
4652,usage,require classifier classifier bayes new interesting uninteresting train_interesting good words hope love train_uninteresting bad words hate classify hate bad words returns uninteresting require madeleine snapshotmadeleine new bayes_data classifier bayes new interesting uninteresting system train_interesting good words hope love system train_uninteresting bad words hate take_snapshot system classify love returns interesting using madeleine application persist learned data time,0,0,0,0,0,1,0,0
4653,bayesian classification,process precisemail bayesian_filtering htm wikipedia org wiki bayesian_filtering paulgraham spam html,0,0,0,0,0,1,0,0
4654,lsi,latent semantic indexer david fayram latent semantic indexing engines fast small bayesian classifiers flexible providing fast search clustering detection well semantic analysis text theoretically simulates human learning,0,0,1,0,0,0,0,0
4655,usage,require classifier lsi classifier lsi new strings text deals dogs dogs dog text involves dogs dogs dog text revolves around cats cats cat text also involves cats cats cat text involves birds birds bird strings lsi add_item first last lsi search dog returns text deals dogs dogs text involves dogs dogs text also involves cats cats lsi find_related strings returns text revolves around cats cats text also involves cats cats lsi classify text also dogs returns dog please see classifier lsi documentation information possible index search classify simple strings,0,0,0,0,0,1,0,0
